id,name,raw_affiliation,country_id,normalized_name
121,"Department Of Neurobiology, Harvard Medical School, Boston, Ma 02115, Usa. Electronic Address: Srdatta@Hms.Harvard.Edu.","Department of Neurobiology, Harvard Medical School, Boston, MA 02115, USA. Electronic address: srdatta@hms.harvard.edu.",,
122,"Institute Of Neuroscience, Key Laboratory Of Brain Cognition And Brain-Inspired Intelligence Technology, Cas Center For Excellence In Brain Science And Intelligence Technology, Chinese Academy Of Sciences, Shanghai 200031, China","Institute of Neuroscience, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai 200031, China; University of Chinese Academy of Sciences, Beijing 100049, China.",,
123," University Of Chinese Academy Of Sciences, Beijing 100049, China.","Institute of Neuroscience, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai 200031, China; University of Chinese Academy of Sciences, Beijing 100049, China.",,
124,"Institute Of Neuroscience, Key Laboratory Of Brain Cognition And Brain-Inspired Intelligence Technology, Cas Center For Excellence In Brain Science And Intelligence Technology, Chinese Academy Of Sciences, Shanghai 200031, China.","Institute of Neuroscience, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai 200031, China.",,
125," Brain Health Institute, National Center For Mental Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School Of Medicine And School Of Psychology, Shanghai Jiao Tong University, Shanghai 200030, China.","Institute of Neuroscience, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai 200031, China; Brain Health Institute, National Center for Mental Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine and School of Psychology, Shanghai Jiao Tong University, Shanghai 200030, China.",,
126,"Cognitive Neuroimaging Unit, Inserm, Cea, Cnrs, Université Paris-Saclay, Neurospin Center, Gif-Sur-Yvette, France","Cognitive Neuroimaging Unit, INSERM, CEA, CNRS, Université Paris-Saclay, NeuroSpin center, Gif-sur-yvette, France; Institut de neuromodulation, GHU Paris, Department of Psychiatrie et Neurosciences, centre hospitalier Sainte-Anne, pôle hospitalo-universitaire 15, Université Paris Cité, Paris, France.",,
127," Institut De Neuromodulation, Ghu Paris, Department Of Psychiatrie Et Neurosciences, Centre Hospitalier Sainte-Anne, Pôle Hospitalo-Universitaire 15, Université Paris Cité, Paris, France.","Cognitive Neuroimaging Unit, INSERM, CEA, CNRS, Université Paris-Saclay, NeuroSpin center, Gif-sur-yvette, France; Institut de neuromodulation, GHU Paris, Department of Psychiatrie et Neurosciences, centre hospitalier Sainte-Anne, pôle hospitalo-universitaire 15, Université Paris Cité, Paris, France.",,
128," Shanghai Key Laboratory Of Clinical And Translational Brain-Computer Interface Research, Shanghai 200031, China","Institute of Neuroscience, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai 200031, China; Shanghai Key Laboratory of Clinical and Translational Brain-Computer Interface Research, Shanghai 200031, China; Shanghai Key Laboratory of Child Brain and Development, Shanghai 200031, China; Shanghai Academy of Natural Sciences (SANS), Fudan University, Shanghai 200031, China. Electronic address: liping.wang@ion.ac.cn.",,
129," Shanghai Key Laboratory Of Child Brain And Development, Shanghai 200031, China","Institute of Neuroscience, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai 200031, China; Shanghai Key Laboratory of Clinical and Translational Brain-Computer Interface Research, Shanghai 200031, China; Shanghai Key Laboratory of Child Brain and Development, Shanghai 200031, China; Shanghai Academy of Natural Sciences (SANS), Fudan University, Shanghai 200031, China. Electronic address: liping.wang@ion.ac.cn.",,
130," Shanghai Academy Of Natural Sciences (Sans), Fudan University, Shanghai 200031, China. Electronic Address: Liping.Wang@Ion.Ac.Cn.","Institute of Neuroscience, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai 200031, China; Shanghai Key Laboratory of Clinical and Translational Brain-Computer Interface Research, Shanghai 200031, China; Shanghai Key Laboratory of Child Brain and Development, Shanghai 200031, China; Shanghai Academy of Natural Sciences (SANS), Fudan University, Shanghai 200031, China. Electronic address: liping.wang@ion.ac.cn.",,
131,"Center For Neural Science, New York University, New York, Ny 10003, Usa.","Center for Neural Science, New York University, New York, NY 10003, USA.",,
132,"Department Of Neuroscience, Washington University In St. Louis, St. Louis, Mo 63110, Usa","Department of Neuroscience, Washington University in St. Louis, St. Louis, MO 63110, USA; Department of Economics, Washington University in St. Louis, St. Louis, MO 63105, USA; Department of Biomedical Engineering, Washington University in St. Louis, St. Louis, MO 63105, USA.",,
133," Department Of Economics, Washington University In St. Louis, St. Louis, Mo 63105, Usa","Department of Neuroscience, Washington University in St. Louis, St. Louis, MO 63110, USA; Department of Economics, Washington University in St. Louis, St. Louis, MO 63105, USA; Department of Biomedical Engineering, Washington University in St. Louis, St. Louis, MO 63105, USA.",,
134," Department Of Biomedical Engineering, Washington University In St. Louis, St. Louis, Mo 63105, Usa.","Department of Neuroscience, Washington University in St. Louis, St. Louis, MO 63110, USA; Department of Economics, Washington University in St. Louis, St. Louis, MO 63105, USA; Department of Biomedical Engineering, Washington University in St. Louis, St. Louis, MO 63105, USA.",,
135,"Center For Neural Science, New York University, New York, Ny 10003, Usa. Electronic Address: Xjwang@Nyu.Edu.","Center for Neural Science, New York University, New York, NY 10003, USA. Electronic address: xjwang@nyu.edu.",,
136,"School Of Environmental And Natural Sciences, Bangor University, Bangor Ll57 2Th, Uk. Electronic Address: S.Tidau@Bangor.Ac.Uk.","School of Environmental and Natural Sciences, Bangor University, Bangor LL57 2TH, UK. Electronic address: s.tidau@bangor.ac.uk.",,
137,"Lund Vision Group, Department Of Biology, Lund University, Lund, Sweden. Electronic Address: Almut.Kelber@Biol.Lu.Se.","Lund Vision Group, Department of Biology, Lund University, Lund, Sweden. Electronic address: almut.kelber@biol.lu.se.",,
138,"Cnr Institute Of Neurosciences, Pisa 56124, Italy","CNR Institute of Neurosciences, Pisa 56124, Italy; Department of Neuroscience, Psychology, Pharmacology, and Child Health, University of Florence, 50135 Florence, Italy. Electronic address: hazalsertakan@gmail.com.",,
139," Department Of Neuroscience, Psychology, Pharmacology, And Child Health, University Of Florence, 50135 Florence, Italy. Electronic Address: Hazalsertakan@Gmail.Com.","CNR Institute of Neurosciences, Pisa 56124, Italy; Department of Neuroscience, Psychology, Pharmacology, and Child Health, University of Florence, 50135 Florence, Italy. Electronic address: hazalsertakan@gmail.com.",,
140,"Cnr Institute Of Neurosciences, Pisa 56124, Italy. Electronic Address: Guidomarco.Cicchini@In.Cnr.It.","CNR Institute of Neurosciences, Pisa 56124, Italy. Electronic address: guidomarco.cicchini@in.cnr.it.",,
141,"School Of Psychological Sciences, Birkbeck, University Of London, London Wc1E 7Hx, Uk","School of Psychological Sciences, Birkbeck, University of London, London WC1E 7HX, UK; Paris Institute for Advanced Study, Paris 75004, France. Electronic address: d.yon@bbk.ac.uk.",,
142," Paris Institute For Advanced Study, Paris 75004, France. Electronic Address: D.Yon@Bbk.Ac.Uk.","School of Psychological Sciences, Birkbeck, University of London, London WC1E 7HX, UK; Paris Institute for Advanced Study, Paris 75004, France. Electronic address: d.yon@bbk.ac.uk.",,
143,"Mcdb Department And Neuroscience Research Institute, University Of California Santa Barbara, Santa Barbara, Ca 93105, Usa. Electronic Address: Mlouis@Ucsb.Edu.","MCDB Department and Neuroscience Research Institute, University of California Santa Barbara, Santa Barbara, CA 93105, USA. Electronic address: mlouis@ucsb.edu.",,
144,"University Of Bonn, Bonn Institute For Organismic Biology, Bonn, Germany. Electronic Address: Ngompel@Uni-Bonn.De.","University of Bonn, Bonn Institute for Organismic Biology, Bonn, Germany. Electronic address: ngompel@uni-bonn.de.",,
145,"Centre For Behavioural And Physiological Ecology, Zoology, University Of New England, Armidale, Nsw 2351, Australia. Electronic Address: Fgeiser@Une.Edu.Au.","Centre for Behavioural and Physiological Ecology, Zoology, University of New England, Armidale, NSW 2351, Australia. Electronic address: fgeiser@une.edu.au.",,
146,"Institut De Biologie De L'École Normale Supérieure, Université Psl, 46 Rue D'Ulm, 75005 Paris, France.","Institut de Biologie de l'École Normale Supérieure, Université PSL, 46 Rue d'Ulm, 75005 Paris, France.",,
147,"Institut De Biologie De L'École Normale Supérieure, Université Psl, 46 Rue D'Ulm, 75005 Paris, France. Electronic Address: Iris.Salecker@Bio.Ens.Psl.Eu.","Institut de Biologie de l'École Normale Supérieure, Université PSL, 46 Rue d'Ulm, 75005 Paris, France. Electronic address: iris.salecker@bio.ens.psl.eu.",,
148,"Department Of Palaeontology, Faculty Of Earth Sciences, Geography And Astronomy, Josef-Holaubek-Platz 2, Vienna 1090, Austria","Department of Palaeontology, Faculty of Earth Sciences, Geography and Astronomy, Josef-Holaubek-Platz 2, Vienna 1090, Austria; Vienna Doctoral School of Ecology and Evolution (VDSEE), University of Vienna, Djerassiplatz 1, Vienna 1030, Austria. Electronic address: juergen.kriwet@univie.ac.at.",,
149," Vienna Doctoral School Of Ecology And Evolution (Vdsee), University Of Vienna, Djerassiplatz 1, Vienna 1030, Austria. Electronic Address: Juergen.Kriwet@Univie.Ac.At.","Department of Palaeontology, Faculty of Earth Sciences, Geography and Astronomy, Josef-Holaubek-Platz 2, Vienna 1090, Austria; Vienna Doctoral School of Ecology and Evolution (VDSEE), University of Vienna, Djerassiplatz 1, Vienna 1030, Austria. Electronic address: juergen.kriwet@univie.ac.at.",,
150,"The Sainsbury Laboratory, University Of East Anglia, Norwich Nr4 7Uh, Uk.","The Sainsbury Laboratory, University of East Anglia, Norwich NR4 7UH, UK.",,
151,"Institute For Research In Biomedicine (Irb Barcelona), The Barcelona Institute Of Science And Technology, Baldiri Reixac, 10, 08028 Barcelona, Spain.","Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology, Baldiri Reixac, 10, 08028 Barcelona, Spain.",,
152,"Institute For Research In Biomedicine (Irb Barcelona), The Barcelona Institute Of Science And Technology, Baldiri Reixac, 10, 08028 Barcelona, Spain","Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology, Baldiri Reixac, 10, 08028 Barcelona, Spain; Institució Catalana de Recerca i Estudis Avançats (ICREA), Pg. Lluís Companys 23, 08010 Barcelona, Spain. Electronic address: marco.milan@irbbarcelona.org.",,
153," Institució Catalana De Recerca I Estudis Avançats (Icrea), Pg. Lluís Companys 23, 08010 Barcelona, Spain. Electronic Address: Marco.Milan@Irbbarcelona.Org.","Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology, Baldiri Reixac, 10, 08028 Barcelona, Spain; Institució Catalana de Recerca i Estudis Avançats (ICREA), Pg. Lluís Companys 23, 08010 Barcelona, Spain. Electronic address: marco.milan@irbbarcelona.org.",,
154,"Sea Mammal Research Unit, Scottish Oceans Institute, School Of Biology, University Of St. Andrews, St. Andrews, Fife Ky16 8Lb, Uk. Electronic Address: Franca.Eichenberger@Outlook.Com.","Sea Mammal Research Unit, Scottish Oceans Institute, School of Biology, University of St. Andrews, St. Andrews, Fife KY16 8LB, UK. Electronic address: franca.eichenberger@outlook.com.",,
155,"Umr Entropie, Ird, Université De La Réunion, Université De La Nouvelle-Calédonie, Ifremer, Cnrs, Laboratoire D'Exellence - Corail, Nouméa 98848, New Caledonia","UMR ENTROPIE, IRD, Université de La Réunion, Université de la Nouvelle-Calédonie, IFREMER, CNRS, Laboratoire d'Exellence - CORAIL, Nouméa 98848, New Caledonia; Opération Cétacés, Nouméa 98848, New Caledonia.",,
156," Opération Cétacés, Nouméa 98848, New Caledonia.","UMR ENTROPIE, IRD, Université de La Réunion, Université de la Nouvelle-Calédonie, IFREMER, CNRS, Laboratoire d'Exellence - CORAIL, Nouméa 98848, New Caledonia; Opération Cétacés, Nouméa 98848, New Caledonia.",,
157,"Curtin University, Bentley, Perth, Wa 6102, Australia.","Curtin University, Bentley, Perth, WA 6102, Australia.",,
158,"Center For Coastal Studies, Provincetown, Ma 02657, Usa.","Center for Coastal Studies, Provincetown, MA 02657, USA.",,
159,"Sea Mammal Research Unit, Scottish Oceans Institute, School Of Biology, University Of St. Andrews, St. Andrews, Fife Ky16 8Lb, Uk","Sea Mammal Research Unit, Scottish Oceans Institute, School of Biology, University of St. Andrews, St. Andrews, Fife KY16 8LB, UK; Centre for Biological Diversity, School of Biology, University of St. Andrews, St. Andrews, Fife KY16 9TH, UK.",,
